cadena,gamma_Nm,tau_anios,k_top,chi_ms,prob
A,4.8212e+18,14.553,0.017285,0.20521,0.59074
A,9.905e+18,8.8639,0.050936,0.26662,0.41124
A,2.965e+19,2.6967,0.17659,0.18469,0.65287
A,4.015e+19,1.9812,0.050178,0.22292,0.53731
A,8.8491e+18,9.5099,0.25735,0.28613,0.35938
A,8.9589e+18,9.5092,0.088203,0.28679,0.35767
A,1.0406e+19,11.75,0.23797,0.24581,0.46989
A,1.481e+19,8.6527,0.58378,0.22891,0.51944
A,2.4315e+19,2.8745,0.075161,0.14656,0.76454
A,1.4791e+19,6.359,0.25211,0.17379,0.68556
A,3.6942e+19,1.7017,0.12294,0.23951,0.48819
A,1.1995e+19,11.263,0.29026,0.21592,0.55837
A,2.0562e+19,5.2762,0.40029,0.17564,0.68003
A,1.859e+19,4.2021,0.16777,0.26146,0.42548
A,1.2045e+19,7.1763,0.43826,0.2397,0.48763
A,2.0398e+19,3.5003,0.41299,0.096938,0.88918
A,1.0457e+19,9.1969,0.13568,0.21362,0.56528
A,9.5978e+18,7.2693,0.061348,0.11496,0.84772
A,2.0239e+19,14.945,0.71302,0.27638,0.38489
A,9.4575e+18,12.836,0.18431,0.20735,0.58426
A,1.1376e+19,7.5146,0.26339,0.28006,0.37515
A,2.06e+19,2.7756,0.034731,0.17367,0.68589
A,5.7333e+19,1.2263,0.037231,0.16105,0.72309
A,3.3377e+19,1.6921,0.10356,0.18791,0.64314
A,1.1944e+19,5.5725,0.13555,0.30238,0.31888
A,1.031e+19,15.329,0.48,0.19248,0.62933
A,1.4725e+19,3.7058,0.087129,0.25305,0.44913
A,1.0613e+19,6.276,0.16717,0.27929,0.37717
A,2.7592e+19,3.1619,0.56931,0.20492,0.59163
A,8.1158e+18,11.554,0.19447,0.17618,0.67842
A,1.8291e+19,4.8069,0.1835,0.25805,0.43502
A,7.6659e+18,15.885,0.28523,0.2413,0.48295
A,1.3055e+19,5.0349,0.23293,0.24205,0.48077
A,1.474e+19,5.3709,0.17252,0.16139,0.72211
A,1.5583e+19,4.3078,0.086475,0.25539,0.44252
A,1.2379e+19,8.1103,0.2845,0.15241,0.74801
A,1.1277e+19,8.9731,0.42413,0.25292,0.44952
A,1.2414e+19,5.341,0.0071692,0.24009,0.48648
A,1.3917e+19,5.8538,0.20503,0.27241,0.39549
A,7.0021e+18,13.118,0.090146,0.26644,0.41174
A,1.8289e+19,4.4591,0.16549,0.2533,0.44843
A,3.2688e+19,1.8919,0.23133,0.29528,0.33626
A,1.5966e+19,6.0381,0.32957,0.28904,0.35193
A,1.1428e+19,8.3614,0.27015,0.24702,0.46638
A,7.8525e+18,16.443,0.28096,0.21775,0.55283
A,1.7485e+19,3.7994,0.022542,0.22198,0.54014
A,6.8744e+18,8.4225,0.13127,0.28164,0.37103
A,1.4975e+19,11.45,0.41095,0.2274,0.52393
A,2.4209e+19,3.2631,0.14117,0.29858,0.32812
A,5.7046e+18,15.545,0.2307,0.29909,0.32688
A,1.6163e+19,6.2269,0.37394,0.18584,0.64939
A,1.2734e+19,11.645,0.27311,0.29655,0.33312
A,1.2051e+19,5.4065,0.13678,0.17399,0.68495
A,1.0496e+19,24.473,0.61968,0.26797,0.40755
A,2.2548e+19,2.5898,0.090661,0.30088,0.32251
A,9.2927e+18,8.3164,0.021429,0.1469,0.76358
A,9.1845e+18,16.069,0.3813,0.27464,0.38951
A,1.454e+19,8.7515,0.75595,0.26055,0.42801
A,4.9628e+18,34.966,0.39597,0.26833,0.40655
A,1.5023e+19,11.224,0.92014,0.30066,0.32304
A,3.249e+19,2.8052,0.19982,0.21429,0.56328
A,2.3375e+19,2.6127,0.40867,0.282,0.37008
A,1.304e+19,11.205,0.63705,0.29216,0.34406
A,9.077e+18,12.132,0.17857,0.29843,0.32849
A,1.0321e+19,8.5312,0.14662,0.26871,0.40552
A,1.7275e+19,11.409,0.64789,0.29732,0.33122
A,2.0345e+19,5.233,0.31757,0.22806,0.52198
A,2.8729e+19,3.1364,0.065831,0.18911,0.63953
A,7.2977e+18,7.3124,0.05361,0.24211,0.48061
A,9.0665e+18,11.41,0.11885,0.27295,0.39404
A,1.4054e+19,29.762,0.78488,0.26879,0.40531
A,1.7287e+19,4.1094,0.23164,0.25019,0.45728
A,7.9674e+18,10.046,0.12975,0.13745,0.78966
A,1.3096e+19,6.4449,0.35981,0.25639,0.43969
A,1.3167e+19,7.4922,0.14964,0.23633,0.4975
A,1.6565e+19,8.337,0.76762,0.24636,0.4683
A,1.5807e+19,4.4419,0.07494,0.22847,0.52074
A,6.4835e+18,26.838,0.68126,0.23046,0.51483
A,1.1473e+19,6.7178,0.14233,0.25396,0.44654
A,7.8467e+18,16.26,0.18645,0.21386,0.56457
A,9.8106e+18,9.0621,0.026141,0.2433,0.47713
A,1.1191e+19,13.291,0.41565,0.21565,0.55916
A,1.9917e+19,4.5064,0.13994,0.22016,0.54558
A,1.1157e+19,11.608,0.36957,0.30951,0.30196
A,1.2026e+19,5.8832,0.24264,0.30607,0.31005
A,1.6035e+19,6.837,0.071083,0.23398,0.50444
A,1.3135e+19,5.2284,0.080717,0.27964,0.37625
A,1.3661e+19,7.1603,0.16806,0.28608,0.35951
A,1.5861e+19,4.1659,0.079421,0.27322,0.39333
A,1.383e+19,9.043,0.37334,0.15189,0.74946
A,1.0937e+19,6.5012,0.33714,0.28096,0.37278
A,9.9413e+18,18.578,0.46151,0.23932,0.48873
A,2.1192e+19,4.5873,0.075527,0.307,0.30786
A,1.571e+19,9.3618,0.62885,0.30696,0.30795
A,1.6782e+19,10.26,0.55329,0.19085,0.63427
A,1.6577e+19,5.8177,0.18595,0.17216,0.6904
A,9.5008e+18,14.17,0.22809,0.21967,0.54706
A,6.3937e+18,12.783,0.082408,0.30061,0.32317
A,1.4136e+19,7.0544,0.18855,0.15559,0.73889
A,2.8014e+19,3.4676,0.49933,0.20425,0.59363
A,2.967e+19,1.8636,0.10619,0.18247,0.65956
A,2.4199e+19,3.3268,0.53382,0.20969,0.57716
A,1.808e+19,9.0104,0.79836,0.26529,0.41491
A,9.8289e+18,10.204,0.2385,0.2179,0.55238
A,9.8968e+18,10.531,0.13632,0.27011,0.40174
A,1.0793e+19,8.3871,0.22761,0.091661,0.90031
A,1.4102e+19,16.61,0.94851,0.27652,0.38451
A,2.2248e+19,3.3465,0.14673,0.28054,0.37389
A,1.1371e+19,8.2422,0.32144,0.28628,0.35899
A,1.5454e+19,10.088,0.46,0.25619,0.44025
A,1.4289e+19,9.2476,0.41556,0.21001,0.57619
A,8.7933e+18,14.478,0.5428,0.28934,0.35117
A,2.4559e+19,2.7959,0.1907,0.23035,0.51517
A,1.3839e+19,5.978,0.022992,0.28089,0.37298
A,1.6382e+19,9.5124,0.35935,0.29429,0.33872
A,2.8551e+19,3.313,0.069848,0.28493,0.36246
A,1.451e+19,6.5358,0.43818,0.30981,0.30127
A,2.2463e+19,5.106,0.48927,0.21057,0.57452
A,4.8502e+19,1.2045,0.11515,0.30592,0.31043
A,4.4399e+19,1.5458,0.101,0.18334,0.65692
A,1.4563e+19,9.8899,0.54659,0.19475,0.62246
A,9.2302e+18,10.06,0.043593,0.25566,0.44174
A,1.3302e+19,12.299,0.75192,0.16504,0.71144
A,6.6159e+18,20.614,0.2352,0.24648,0.46794
A,2.7979e+19,2.5557,0.17997,0.2778,0.3811
A,1.0394e+19,8.117,0.072235,0.24606,0.46915
A,1.9092e+19,3.1661,0.093531,0.24723,0.46579
A,1.2579e+19,4.7469,0.017737,0.29956,0.32573
A,1.4794e+19,6.7454,0.16762,0.25061,0.4561
A,1.1602e+19,5.4595,0.45472,0.30015,0.32429
A,3.2329e+19,2.1761,0.076716,0.10057,0.88123
A,1.5348e+19,9.9492,0.66741,0.26116,0.42633
A,1.2545e+19,8.2375,0.38529,0.25676,0.43864
A,1.2084e+19,6.999,0.16659,0.24638,0.46823
A,1.2588e+19,9.837,0.2909,0.26614,0.41257
A,2.2445e+19,2.7865,0.085606,0.21638,0.55696
A,9.3148e+18,13.944,0.27104,0.24121,0.48321
A,1.8979e+19,5.1511,0.2428,0.23095,0.51338
A,9.6055e+18,9.9452,0.545,0.23688,0.49588
A,1.3456e+19,6.8225,0.3272,0.2833,0.36668
A,1.3514e+19,10.546,0.42854,0.27628,0.38515
A,1.3811e+19,11.347,0.58261,0.2077,0.58319
A,1.6176e+19,6.8134,0.45004,0.16376,0.71517
A,9.9964e+18,27.149,0.36573,0.18547,0.65051
A,1.8754e+19,3.3837,0.15327,0.26504,0.41557
A,2.3986e+19,4.7538,0.5511,0.23301,0.50729
A,1.8888e+19,4.8387,0.15356,0.19956,0.60788
A,1.2892e+19,10.132,0.21864,0.26041,0.42841
A,2.2536e+19,14.063,1.1778,0.2952,0.33646
A,1.0116e+19,6.6226,0.15777,0.26153,0.42529
A,1.1124e+19,20.008,0.53138,0.29105,0.34684
A,1.3054e+19,6.4248,0.12154,0.13525,0.7956
A,3.4764e+19,3.461,0.4477,0.28738,0.35616
A,2.495e+19,2.2583,0.056593,0.23402,0.50432
A,2.1691e+19,2.449,0.049665,0.25711,0.43766
A,7.2539e+18,8.5168,0.057164,0.27616,0.38548
A,1.1493e+19,15.634,0.66396,0.30389,0.31525
A,1.5001e+19,7.6479,0.3522,0.28248,0.36882
A,1.1741e+19,8.3915,0.20877,0.2195,0.54757
A,7.1843e+18,14.592,0.3001,0.2667,0.41101
A,9.6693e+18,13.97,0.30246,0.24148,0.48244
A,1.767e+19,7.7972,0.64841,0.27233,0.39571
A,1.3245e+19,8.0138,0.29269,0.17392,0.68516
A,9.4725e+18,16.895,0.49507,0.22822,0.52148
A,1.9939e+19,2.438,0.054164,0.18225,0.66023
A,1.2438e+19,4.4736,0.062467,0.23524,0.50071
A,1.8828e+19,3.7332,0.21584,0.29496,0.33706
A,1.4032e+19,4.6523,0.11494,0.29988,0.32494
A,3.1215e+19,1.8787,0.086897,0.2914,0.34596
A,1.6095e+19,10.829,0.97988,0.25222,0.4515
A,1.0755e+19,7.0974,0.051902,0.25991,0.4298
A,8.5116e+18,11.663,0.2175,0.20824,0.58157
A,1.3424e+19,14.554,0.71154,0.2474,0.4653
A,6.4134e+18,16.045,0.12653,0.25688,0.4383
A,8.2683e+18,13.232,0.43776,0.27647,0.38464
A,2.2553e+19,3.3854,0.066306,0.17579,0.67959
A,8.65e+18,10.875,0.14303,0.17641,0.67772
A,1.7913e+19,6.0197,0.53327,0.23663,0.49663
A,2.325e+19,3.2042,0.015655,0.30406,0.31485
A,2.1558e+19,4.1701,0.14699,0.22817,0.52164
A,1.4168e+19,5.7663,0.10178,0.27254,0.39515
A,1.0023e+19,8.4324,0.16741,0.11861,0.83875
A,1.159e+19,17.732,0.44932,0.17798,0.67304
A,1.8679e+19,4.3886,0.08704,0.26295,0.42136
A,2.9147e+19,2.7518,0.049278,0.28115,0.37229
A,8.8038e+18,6.5216,0.068626,0.13036,0.80861
A,1.2198e+19,14.127,0.51519,0.29703,0.33193
A,1.6713e+19,5.4202,0.16231,0.22695,0.52528
A,1.6391e+19,3.4206,0.014667,0.24009,0.48649
A,8.2885e+18,14.756,0.26861,0.24821,0.46296
A,2.131e+19,3.697,0.052053,0.21211,0.56985
A,2.1133e+19,3.7407,0.11331,0.22996,0.51632
A,1.8312e+19,7.4291,0.61002,0.17207,0.69066
A,1.6646e+19,5.0192,0.58324,0.22628,0.52727
A,1.051e+19,9.3697,0.16811,0.2695,0.40339
A,1.7815e+19,6.9618,0.4622,0.28616,0.3593
A,1.2217e+19,10.811,0.17075,0.30818,0.30509
A,1.0361e+19,19.147,0.44828,0.26715,0.40978
A,1.3326e+19,8.2316,0.24525,0.24227,0.48015
A,7.7023e+18,16.116,0.21933,0.20433,0.59341
A,1.5184e+19,14.296,0.35841,0.2354,0.50023
A,6.8372e+18,20.757,0.40681,0.19317,0.62723
A,1.4567e+19,8.1509,0.32054,0.16956,0.69812
A,1.6557e+19,4.8719,0.26946,0.17556,0.68028
A,1.4959e+19,3.6872,0.088617,0.30512,0.31233
A,2.0963e+19,4.5102,0.39729,0.27424,0.39059
A,2.7038e+19,3.3968,0.15805,0.23774,0.49335
A,1.0046e+19,9.0696,0.24027,0.30989,0.30108
A,1.0595e+19,10.095,0.13857,0.25,0.45783
A,1.3383e+19,11.944,0.49879,0.29388,0.33974
A,1.833e+19,6.0725,0.67235,0.24653,0.46781
A,7.1277e+18,17.154,0.056561,0.20697,0.58541
A,1.2232e+19,4.8779,0.055294,0.27891,0.37819
A,1.2056e+19,13.936,0.82408,0.30747,0.30674
A,1.2745e+19,8.1966,0.21903,0.11506,0.84747
A,1.3525e+19,14.984,0.57075,0.28789,0.35487
A,1.399e+19,8.3426,0.54072,0.28601,0.3597
A,1.6404e+19,14.84,0.74732,0.21113,0.57281
A,2.0143e+19,3.9556,0.3146,0.19591,0.61892
A,1.3247e+19,8.9205,0.21659,0.17325,0.68715
A,1.4523e+19,5.7746,0.064091,0.29162,0.34541
A,1.0427e+19,9.9092,0.35931,0.14875,0.75838
A,1.9471e+19,5.8723,0.51955,0.1299,0.80984
A,1.2112e+19,13.947,0.47764,0.27289,0.39422
A,2.3905e+19,6.6328,0.80032,0.25251,0.45066
A,9.2646e+18,9.5264,0.084205,0.23508,0.50119
A,2.3346e+19,3.7717,0.30111,0.19337,0.62663
A,1.5488e+19,8.2205,0.49775,0.22136,0.542
A,1.2173e+19,10.607,0.32675,0.30844,0.30447
A,2.0185e+19,3.3227,0.22535,0.27518,0.38807
A,2.1879e+19,2.2131,0.054091,0.27022,0.40142
A,8.7815e+18,9.9416,0.33795,0.24703,0.46635
A,1.6875e+19,5.8863,0.21906,0.19975,0.60728
A,1.4636e+19,6.4594,0.14486,0.2539,0.44674
A,7.7436e+18,29.698,0.24414,0.27931,0.37713
A,1.4565e+19,9.1154,0.31232,0.24031,0.48585
A,2.3681e+19,3.1462,0.20881,0.19554,0.62005
A,1.7629e+19,5.0661,0.18985,0.18703,0.6458
A,1.9626e+19,3.2553,0.12431,0.26578,0.41354
A,1.8321e+19,8.9759,0.79719,0.20256,0.59876
A,1.0348e+19,6.3294,0.076637,0.22745,0.52378
A,3.0394e+19,2.017,0.17733,0.24013,0.48638
A,2.0046e+19,3.8214,0.13539,0.25532,0.44271
A,2.1706e+19,5.8409,0.45477,0.22324,0.53635
A,2.3858e+19,5.7005,0.55317,0.22367,0.53507
A,1.9696e+19,18.577,1.2472,0.2035,0.59591
A,1.2854e+19,8.5334,0.74676,0.17617,0.67846
A,1.4443e+19,9.5199,0.25856,0.22036,0.54498
A,8.665e+18,15.256,0.47549,0.15604,0.73761
A,1.3058e+19,16.345,0.88513,0.29007,0.34933
A,5.7633e+18,15.631,0.15181,0.16671,0.70651
A,1.5948e+19,5.5647,0.03953,0.3016,0.32077
A,1.9874e+19,5.8675,0.33645,0.29066,0.34784
A,1.4501e+19,8.3241,0.33459,0.26622,0.41234
A,1.0969e+19,8.2839,0.3213,0.2502,0.45725
A,5.9307e+18,24.397,0.068786,0.30726,0.30725
A,1.15e+19,11.42,0.27013,0.19376,0.62544
A,1.2567e+19,6.0755,0.21325,0.24808,0.46333
A,2.286e+19,9.5904,0.91511,0.22645,0.52678
A,2.7568e+19,6.3602,0.74334,0.29611,0.33421
A,1.4758e+19,7.4615,0.53455,0.14769,0.76135
A,1.302e+19,9.7412,0.31592,0.20585,0.58881
A,8.303e+18,12.153,0.088474,0.26276,0.42187
A,1.2353e+19,16.159,0.58391,0.30859,0.30411
A,1.2318e+19,9.3485,0.21556,0.23374,0.50513
A,2.32e+19,3.594,0.091929,0.20033,0.60554
A,9.6695e+18,7.6233,0.18949,0.26908,0.40453
A,9.56e+18,8.726,0.14325,0.16545,0.71024
A,1.3084e+19,8.1895,0.14514,0.26632,0.41205
A,1.4371e+19,20.724,1.0376,0.27856,0.37911
A,3.4971e+18,15.935,0.099485,0.26924,0.40408
A,2.9205e+19,2.6375,0.076458,0.16829,0.70187
A,1.3985e+19,12.446,0.53207,0.25972,0.43035
A,1.1065e+19,8.5654,0.23244,0.27155,0.39782
A,1.2002e+19,11.495,0.22906,0.29418,0.339
A,5.0465e+18,30.918,0.045042,0.30889,0.30342
A,2.047e+19,2.933,0.034062,0.24444,0.47385
A,1.7006e+19,25.951,0.85931,0.26386,0.41884
A,1.1965e+19,11.064,0.36016,0.27301,0.39389
A,2.2878e+19,4.5956,0.24135,0.21072,0.57406
A,8.9752e+18,7.706,0.18658,0.18964,0.63793
A,2.2696e+19,7.1139,0.72885,0.29229,0.34371
A,1.2766e+19,9.246,0.35862,0.10102,0.88023
A,1.6663e+19,4.5196,0.15877,0.19503,0.62161
A,1.3228e+19,15.05,0.62019,0.23644,0.49718
A,1.7035e+19,3.5594,0.097655,0.15591,0.73797
A,1.3054e+19,7.6006,0.1723,0.1805,0.66547
A,1.3359e+19,12.626,0.94184,0.28454,0.36348
A,1.6026e+19,5.1869,0.14749,0.26006,0.4294
A,1.3868e+19,11.255,0.44807,0.28631,0.35893
A,1.1681e+19,8.5382,0.25624,0.30118,0.32179
A,1.2795e+19,9.4462,0.19132,0.27847,0.37934
A,6.655e+18,26.481,0.49384,0.27069,0.40016
A,1.348e+19,5.6149,0.36191,0.30488,0.31289
A,2.059e+19,14.166,1.3081,0.17982,0.66751
A,1.1178e+19,7.1185,0.040664,0.21718,0.55456
A,1.2556e+19,3.9885,0.071855,0.3031,0.31715
A,1.158e+19,6.9919,0.15823,0.2261,0.5278
A,1.5833e+19,6.9919,0.39179,0.25431,0.44557
A,1.1248e+19,7.6525,0.29114,0.21449,0.56267
A,8.665e+18,13.98,0.82919,0.2456,0.4705
A,6.8832e+18,14.546,0.13066,0.20174,0.60125
A,1.4305e+19,3.2762,0.11778,0.29174,0.3451
A,2.1213e+19,8.5892,1.1456,0.20659,0.58655
A,1.0546e+19,12.525,0.40798,0.30714,0.30753
A,1.059e+19,7.9685,0.22812,0.29828,0.32885
A,1.384e+19,6.5978,0.43809,0.17524,0.68122
A,1.6388e+19,3.6721,0.16121,0.23655,0.49687
A,1.3718e+19,7.1012,0.18251,0.19981,0.6071
A,2.0081e+19,2.2239,0.0050899,0.29603,0.33441
A,2.0114e+19,2.9112,0.18515,0.26059,0.42792
A,1.8751e+19,3.0201,0.1415,0.26595,0.41307
A,1.5801e+19,4.4716,0.20076,0.14868,0.75856
A,1.5349e+19,4.6268,0.2114,0.21104,0.57308
A,9.7813e+18,18.829,0.79335,0.30556,0.31126
A,1.685e+19,6.1291,0.18462,0.24144,0.48256
A,2.3111e+19,3.4223,0.28598,0.27777,0.38119
A,2.0658e+19,3.4045,0.2593,0.25392,0.44666
A,7.7765e+18,8.9823,0.089139,0.21873,0.54989
A,1.5265e+19,7.3135,0.36018,0.21617,0.55761
A,9.2878e+18,11.375,0.074824,0.27373,0.39196
A,2.1949e+19,3.8494,0.16978,0.22633,0.52714
A,1.2123e+19,6.306,0.16103,0.28855,0.35319
A,2.172e+19,4.8741,0.32127,0.22802,0.52209
A,1.8679e+19,3.3709,0.19329,0.27814,0.38021
A,1.3543e+19,6.4919,0.27105,0.27512,0.38824
A,8.9664e+18,14.713,0.46619,0.24044,0.48547
A,8.0335e+18,41.544,0.36658,0.21214,0.56976
A,1.082e+19,11.481,0.541,0.23406,0.50419
A,8.1033e+18,12.823,0.093751,0.16738,0.70455
A,2.5211e+19,4.8467,0.74288,0.23856,0.49097
A,1.5436e+19,4.643,0.33943,0.19747,0.61419
A,1.4673e+19,4.9208,0.068586,0.25666,0.43891
A,1.5292e+19,6.5818,0.28878,0.29115,0.34659
A,1.9192e+19,5.4417,0.73432,0.17306,0.68773
A,8.2246e+18,11.762,0.18102,0.16627,0.70782
A,7.053e+18,17.685,0.25578,0.16762,0.70382
A,1.2892e+19,11.707,0.31281,0.29503,0.33688
A,2.1069e+19,8.8893,0.70209,0.23518,0.50089
A,5.76e+18,13.628,0.09357,0.25216,0.45167
A,1.5297e+19,11.28,0.55499,0.28283,0.36792
A,1.5268e+19,9.1045,0.21735,0.25247,0.45079
A,7.9887e+18,16.699,0.57803,0.30789,0.30576
A,1.0157e+19,5.3273,0.069964,0.27245,0.39539
A,8.6888e+18,15.307,0.38452,0.27009,0.40177
A,4.8563e+19,1.6824,0.17887,0.22414,0.53367
A,6.571e+19,1.3548,0.074088,0.21554,0.5595
A,6.3679e+19,1.2688,0.16632,0.29907,0.32692
A,1.8017e+19,4.8605,0.13474,0.26762,0.40851
A,2.3242e+19,5.7133,0.43507,0.20267,0.59844
A,5.6528e+18,28.157,0.4255,0.30927,0.30252
A,1.0021e+19,7.8172,0.13798,0.10211,0.8778
A,2.0232e+19,4.5539,0.15128,0.2965,0.33324
A,1.4685e+19,7.9066,0.34897,0.19047,0.6354
A,2.3188e+19,4.6378,0.41582,0.194,0.62471
A,2.3531e+19,6.9047,0.69049,0.26776,0.40812
A,9.533e+18,10.649,0.081222,0.2297,0.51711
A,1.3764e+19,77.94,1.1887,0.293,0.34194
A,7.003e+18,19.208,0.11207,0.22813,0.52175
A,1.0823e+19,9.0006,0.29511,0.21626,0.55733
A,6.2578e+18,11.662,0.11257,0.2039,0.59471
A,1.5371e+19,16.521,0.73256,0.23627,0.49769
A,1.0298e+19,7.2541,0.19563,0.19133,0.63282
A,2.4518e+19,2.8889,0.041032,0.27825,0.37993
A,1.223e+19,18.54,0.56898,0.17281,0.68848
A,1.5525e+19,7.0939,0.33535,0.17605,0.6788
A,3.1872e+19,1.9744,0.14682,0.22511,0.53076
A,2.7065e+19,2.5856,0.10825,0.19102,0.63375
A,1.4501e+19,8.3583,0.30478,0.23509,0.50116
A,2.5133e+19,2.9172,0.18124,0.18232,0.65999
A,1.0152e+19,7.4058,0.051115,0.12657,0.81854
A,2.8759e+19,3.2703,0.32079,0.29169,0.34524
A,3.0823e+19,2.408,0.089054,0.21264,0.56825
A,1.6834e+19,4.9245,0.044787,0.30602,0.31017
A,1.4963e+19,6.6195,0.46031,0.30001,0.32462
A,3.0729e+19,1.8133,0.038213,0.25878,0.43297
A,2.5836e+19,2.698,0.13572,0.24596,0.46944
A,4.6172e+18,13.438,0.079708,0.28471,0.36304
A,1.5811e+19,5.825,0.1022,0.17458,0.6832
A,1.7326e+19,6.0894,0.477,0.19357,0.62603
A,1.0736e+19,14.423,0.54143,0.29223,0.34387
A,2.247e+19,6.0412,0.39599,0.14519,0.76836
A,3.4149e+19,2.4612,0.38522,0.29836,0.32866
A,2.3977e+19,2.7697,0.11703,0.28258,0.36857
A,4.5616e+19,2.0183,0.16097,0.16639,0.70747
A,1.3842e+19,14.25,1.3233,0.29274,0.34259
A,2.3721e+19,2.8114,0.017112,0.178,0.67296
A,3.1893e+19,2.0017,0.26684,0.25101,0.45493
A,6.7537e+18,11.746,0.17752,0.215,0.56114
A,2.0499e+19,5.8426,0.50335,0.26853,0.40602
A,1.0859e+19,6.7519,0.21063,0.19981,0.6071
A,1.9352e+19,12.422,1.0524,0.2186,0.55029
A,1.4521e+19,5.3929,0.061206,0.23608,0.49823
A,1.03e+19,11.287,0.28342,0.30895,0.30327
A,8.8089e+18,8.8126,0.13491,0.27245,0.3954
A,1.4669e+19,9.8718,0.39149,0.22681,0.52571
A,1.3501e+19,5.0464,0.067149,0.13247,0.80302
A,1.3095e+19,5.993,0.063848,0.26728,0.40944
A,9.4645e+18,12.581,0.21957,0.28914,0.35168
A,1.7826e+19,7.891,0.9374,0.22325,0.53632
A,1.3172e+19,4.6628,0.10633,0.26365,0.41942
A,1.8915e+19,4.0256,0.085615,0.20552,0.5898
A,1.2881e+19,6.6683,0.10237,0.23812,0.49226
A,8.2522e+18,5.7636,0.13377,0.28785,0.35498
A,1.9993e+19,3.6203,0.14142,0.21923,0.54838
A,7.9122e+18,30.161,0.31663,0.29243,0.34337
A,1.5936e+19,13.8,0.95339,0.19921,0.60893
A,1.4857e+19,6.926,0.17436,0.27077,0.39995
A,1.3756e+19,15.887,0.85634,0.29778,0.33008
A,1.0672e+19,8.8883,0.28092,0.30104,0.32212
A,7.2171e+18,17.303,0.18575,0.21707,0.55489
A,1.5155e+19,7.4502,0.41052,0.27236,0.39565
A,6.2079e+18,15.462,0.22095,0.10728,0.866
A,1.4904e+19,10.35,0.47253,0.14307,0.77426
A,1.5323e+19,10.933,0.5549,0.21756,0.55341
A,5.5223e+18,17.574,0.12667,0.30445,0.31392
A,2.6895e+19,3.3531,0.055743,0.24029,0.4859
A,2.3022e+19,4.7437,0.12468,0.2427,0.4789
A,1.6915e+19,4.7254,0.40459,0.30771,0.30619
A,1.8805e+19,5.3846,0.24574,0.18312,0.65761
A,4.7876e+18,17.621,0.015345,0.22222,0.53941
A,1.6701e+19,9.178,0.86352,0.27613,0.38555
A,2.1508e+19,2.619,0.059476,0.21439,0.56296
A,1.3619e+19,6.0374,0.27455,0.18955,0.6382
A,7.1989e+18,11.623,0.091616,0.22286,0.5375
A,9.0621e+18,11.71,0.052473,0.28794,0.35475
A,9.552e+18,12.458,0.22502,0.29534,0.33612
A,1.5939e+19,4.5061,0.18657,0.20295,0.59758
A,1.0016e+19,9.8464,0.081849,0.21002,0.57617
A,8.1314e+18,24.831,0.31544,0.29886,0.32743
A,5.6193e+18,10.623,0.0043874,0.18263,0.65908
A,1.0696e+19,6.336,0.36679,0.29928,0.32642
A,1.2805e+19,10.485,0.53741,0.29433,0.33863
A,4.984e+18,27.478,0.073368,0.2108,0.57381
A,7.5472e+18,8.9984,0.11278,0.13407,0.79878
A,6.9671e+18,15.571,0.22481,0.25202,0.45208
A,1.2416e+19,13.668,0.20081,0.20343,0.59612
A,1.705e+19,6.2744,0.37032,0.22165,0.54113
A,3.9766e+19,2.0933,0.14463,0.26816,0.40703
A,2.3027e+19,2.7315,0.2341,0.25496,0.44371
A,8.7939e+18,9.9888,0.056278,0.3021,0.31955
A,4.0852e+18,14.587,0.010523,0.25779,0.43575
A,6.4496e+18,12.333,0.16525,0.22751,0.5236
A,1.0075e+19,34.381,0.40441,0.30952,0.30193
A,2.3094e+19,6.5777,0.44495,0.30719,0.30742
A,1.1843e+19,6.4915,0.25684,0.27909,0.37771
A,2.1339e+19,10.496,1.1286,0.27634,0.38499
A,2.0232e+19,3.3924,0.21623,0.2924,0.34345
A,1.2594e+19,37.719,0.66636,0.30904,0.30306
A,1.0419e+19,8.9825,0.077965,0.21536,0.56003
A,1.1486e+19,11.391,0.74491,0.22829,0.5213
A,1.0802e+19,11.191,0.45584,0.27556,0.38706
A,1.8922e+19,7.2695,0.62921,0.20637,0.58722
A,1.7288e+19,4.0831,0.31344,0.24246,0.47958
A,1.2641e+19,9.5918,0.57074,0.16005,0.726
A,1.3823e+19,11.648,0.48542,0.25736,0.43696
A,2.4298e+19,2.1831,0.10254,0.305,0.31259
A,2.724e+19,2.7818,0.084989,0.16892,0.7
A,7.4683e+18,15.982,0.2035,0.29618,0.33403
A,7.6597e+18,6.6167,0.11505,0.30902,0.3031
A,2.121e+19,3.5108,0.048834,0.20603,0.58824
A,7.0978e+18,11.256,0.39476,0.23619,0.49791
A,4.8728e+18,18.522,0.092254,0.28758,0.35566
A,1.2995e+19,11.335,0.44008,0.26392,0.41868
A,2.5728e+19,3.9185,0.20133,0.2632,0.42065
A,1.3151e+19,44.596,1.2543,0.20563,0.58947
A,1.3379e+19,4.4493,0.040007,0.28836,0.35366
A,1.7295e+19,5.8445,0.33434,0.13807,0.78796
A,3.0384e+19,1.4023,0.012589,0.28954,0.35067
A,2.5154e+19,2.776,0.09955,0.1995,0.60803
A,8.9025e+18,9.8758,0.20908,0.1311,0.80666
A,2.0861e+19,4.2442,0.14181,0.21104,0.5731
A,1.0905e+19,9.0322,0.26288,0.28083,0.37314
A,1.7574e+19,4.3088,0.46345,0.23433,0.50339
